permit_number,permit_type,description,filed_date,issued_date,completed_date,permit_expiration_date,estimated_cost,revised_cost,existing_use,proposed_use,proposed_construction_type_description,neighborhoods_boundaries,zipcode,record_id,city,state,changed_use,estimated_revised_diff,issued_year,issued_month,completed_year,completed_month,issued_completed_days,issued_completed_years,filed_issued_days,issued_expiration_days,address,latitude,longitude
200005089319,additions alterations or repairs,tenant iprovements 5th floor,2000-05-08,2000-08-17,2000-11-21,2003-02-17,900000,1900000,"warehouse,no frnitur",office,constr_type_1,Bayview Hunters Point,94124,817060182253,San Francisco,CA,TRUE,1000000,2000,Aug,2000,Nov,96,0,101,914,"200 Paul Av,San Francisco,CA,94124",37.722988,-122.397787
200008077162,additions alterations or repairs,renovation/remodel project/dwelling merger/garden remodel/seismic/fndtn retrofit,2000-08-07,2001-02-28,2002-03-01,2003-08-31,900000,2000000,2 family dwelling,1 family dwelling,wood_frame_5,Russian Hill,94109,826298292502,San Francisco,CA,TRUE,1100000,2001,Feb,2002,Mar,366,1,205,914,"2319 Hyde St,San Francisco,CA,94109",37.80223036734694,-122.41976579591837
200008077162,additions alterations or repairs,renovation/remodel project/dwelling merger/garden remodel/seismic/fndtn retrofit,2000-08-07,2001-02-28,2002-03-01,2003-08-31,900000,2000000,2 family dwelling,1 family dwelling,wood_frame_5,Russian Hill,94109,826299347868,San Francisco,CA,TRUE,1100000,2001,Feb,2002,Mar,366,1,205,914,"2323 Hyde St,San Francisco,CA,94109",37.80225844897959,-122.41977130612246
201005172547,otc alterations permit,"3th, 4th & 5th floors t.i. including new non-structural partitions, all new or revised hvac, electrical, plumbing & life safety work will be fully built engineered. mech & elect in this permit. building fully sprinklered.",2010-05-17,2010-07-15,2010-09-24,2013-06-29,890000,890000,office,school,constr_type_1,Financial District/South Beach,94102,120637369782,San Francisco,CA,TRUE,0,2010,Jul,2010,Sep,71,0,59,1080,"800 Market St,San Francisco,CA,94102",37.78548,-122.406475
200908044125,additions alterations or repairs,"blk 7098 lots 8 & 9 were merged to become lot 021,old lot #8 now has a storage shed&garage will demo in a sep permit.the (e)bldg on blk 7098 old lot #9 will altered&add on to become a larger building.on 1/fl worship areas,kitchen,multi purpose rm bathrm,bedrm.2/fl to have living  bedrm.",2009-08-04,2011-01-07,2012-09-28,2013-12-22,880000,1095200,retail sales,church,wood_frame_5,Outer Mission,94112,1227557474414,San Francisco,CA,TRUE,215200,2011,Jan,2012,Sep,630,1,521,1080,"5642 Mission St,San Francisco,CA,94112",37.71096835,-122.44744635
200908044125,additions alterations or repairs,"blk 7098 lots 8 & 9 were merged to become lot 021,old lot #8 now has a storage shed&garage will demo in a sep permit.the (e)bldg on blk 7098 old lot #9 will altered&add on to become a larger building.on 1/fl worship areas,kitchen,multi purpose rm bathrm,bedrm.2/fl to have living  bedrm.",2009-08-04,2011-01-07,2012-09-28,2013-12-22,880000,1095200,retail sales,church,wood_frame_5,Outer Mission,94112,1227559470596,San Francisco,CA,TRUE,215200,2011,Jan,2012,Sep,630,1,521,1080,"5648 Mission St,San Francisco,CA,94112",37.710886,-122.447601
9704168S,additions alterations or repairs,horizontal/vertical addition,1997-03-06,1998-07-10,2000-05-22,2001-01-10,880000,1200000,retail sales,artist live/work,wood_frame_5,South of Market,94103,611249165534,San Francisco,CA,TRUE,320000,1998,Jul,2000,May,682,2,491,915,"826 Folsom St,San Francisco,CA,94103",37.78157394520725,-122.40187577361542
200410156952,additions alterations or repairs,renovation of (e) structure and addition of 3 (n) dwelling units. (horizontal & vertical addition),2004-10-15,2006-11-29,2009-03-06,2008-11-29,850000,1000000,1 family dwelling,apartments,wood_frame_5,Noe Valley,94114,1075961436263,San Francisco,CA,TRUE,150000,2006,Nov,2009,Mar,828,3,775,731,"3563 21st St,San Francisco,CA,94114",37.75642073529412,-122.42721216470589
200410156952,additions alterations or repairs,renovation of (e) structure and addition of 3 (n) dwelling units. (horizontal & vertical addition),2004-10-15,2006-11-29,2009-03-06,2008-11-29,850000,1000000,1 family dwelling,apartments,wood_frame_5,Noe Valley,94114,1075962453678,San Francisco,CA,TRUE,150000,2006,Nov,2009,Mar,828,3,775,731,"3567 21st St,San Francisco,CA,94114",37.75641920588235,-122.42726929411765
200811106167,additions alterations or repairs,remodel & addition-horizontal addition at rear. vertical addition of one story above (e) roof. expansion of basement to create one additional story below at current basement level. rear yard variance required.,2008-11-10,2010-03-08,2011-04-22,2013-02-20,850000,650000,1 family dwelling,2 family dwelling,wood_frame_5,Russian Hill,94109,115631160963,San Francisco,CA,TRUE,-200000,2010,Mar,2011,Apr,410,1,483,1080,"5 Cyrus Pl,San Francisco,CA,94109",37.796136700000005,-122.41723392116822
201003248891,additions alterations or repairs,"change of occupancy from r3 to r2 & a2. site permit-remodel of (e) 1 story structure. altered building will contain 4 stories, consisting of 3 residential units above & ground level restaurant.",2010-03-24,2014-03-17,2016-11-03,2017-03-01,850000,906337,2 family dwelling,apartments,wood_frame_5,Mission,94110,1201194159378,San Francisco,CA,TRUE,56337,2014,Mar,2016,Nov,962,2,1454,1080,"3249 17th St,San Francisco,CA,94110",37.763424,-122.41832
201707051026,additions alterations or repairs,horizontal rear addition & 2 story vertical addition to an existing single family home with parking for 1 vehicle. convert garage into living space. additional parking (2 spaces). add 2nd unit by  adding 3rd & 4th floor. 3 bedrooms & 3 baths for both units,2017-07-05,2018-11-20,2020-02-18,2021-11-04,850000,850000,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,146927198362,San Francisco,CA,TRUE,0,2018,Nov,2020,Feb,455,2,503,1080,"362 28th Av,San Francisco,CA,94121",37.782576649999996,-122.48793731628687
201711083453,additions alterations or repairs,"propose project consists of a vertical addition (type v-b) accessory structure of a commercial food service kiosk cafe with a gross area of approxmately 640 sf. this will built on top of (e) below grade structure brooks hall. addition consists of commercial kitchen, staff & patron restroom.",2017-11-08,2018-03-05,2018-11-05,2021-02-17,850000,850000,public assmbly other,food/beverage hndlng,wood_frame_5,Tenderloin,94102,148646081712,San Francisco,CA,TRUE,0,2018,Mar,2018,Nov,245,0,117,1080,"355 Mcallister St,San Francisco,CA,94102",37.7802747755102,-122.41782557142858
201707051026,additions alterations or repairs,horizontal rear addition & 2 story vertical addition to an existing single family home with parking for 1 vehicle. convert garage into living space. additional parking (2 spaces). add 2nd unit by  adding 3rd & 4th floor. 3 bedrooms & 3 baths for both units,2017-07-05,2018-11-20,2020-02-18,2021-11-04,850000,850000,1 family dwelling,2 family dwelling,wood_frame_5,Outer Richmond,94121,1532406513490,San Francisco,CA,TRUE,0,2018,Nov,2020,Feb,455,2,503,1080,"364 28th Av,San Francisco,CA,94121",37.782576649999996,-122.48793731628687
9804667S,additions alterations or repairs,construct 17 dwelling units in existing bldg,1998-03-18,1999-03-29,2001-04-09,2001-09-29,850000,1898000,theater,apartments,wood_frame_5,Hayes Valley,94117,66057083060,San Francisco,CA,TRUE,1048000,1999,Mar,2001,Apr,742,2,376,915,"560 Haight St,San Francisco,CA,94117",37.772184800000005,-122.43151044957142
201312113850,additions alterations or repairs,"excavate bsmt to provide/relocate unit 151, add new garage. provide new horizontal & vertical addition @ 1st & 2nd floors.  new vertical addition & 3rd floor. complete structural upgrade throughout. add new kitchen & bathrooms. ** maher: ordinance no# 155-13 required; route to health **",2013-12-11,2014-12-23,2018-05-29,2017-12-07,825000,825000,1 family dwelling,2 family dwelling,wood_frame_5,Mission,94110,1326674161671,San Francisco,CA,TRUE,0,2014,Dec,2018,May,1253,4,377,1080,"151 Liberty St,San Francisco,CA,94110",37.75741685714286,-122.42453928571429
201312113850,additions alterations or repairs,"excavate bsmt to provide/relocate unit 151, add new garage. provide new horizontal & vertical addition @ 1st & 2nd floors.  new vertical addition & 3rd floor. complete structural upgrade throughout. add new kitchen & bathrooms. ** maher: ordinance no# 155-13 required; route to health **",2013-12-11,2014-12-23,2018-05-29,2017-12-07,825000,825000,1 family dwelling,2 family dwelling,wood_frame_5,Mission,94110,1326675364848,San Francisco,CA,TRUE,0,2014,Dec,2018,May,1253,4,377,1080,"153 Liberty St,San Francisco,CA,94110",37.75741457142857,-122.42457685714285
201404173443,additions alterations or repairs,"covert 2 story, 2 bedroom, 1 bath residence to 4 story triplex with garage and living space at first floor and 3 flats at upper stories.",2014-04-17,2017-04-13,2019-03-01,2020-03-28,820000,1100000,1 family dwelling,apartments,wood_frame_5,Mission,94110,1338928171240,San Francisco,CA,TRUE,280000,2017,Apr,2019,Mar,687,2,1092,1080,"2621 Harrison St,San Francisco,CA,94110",37.75543906122449,-122.41205687755102
201804126233,otc alterations permit,interior t.i. to existing warm shell. sprinkler system under separate permit.change of use approved from usps to bank under cua2017013413. f/s sprinkler system under seperate permits.,2018-04-12,2018-07-02,2019-02-28,2021-06-16,812000,812000,office,lending institution,constr_type_1,Tenderloin,94102,1504109469170,San Francisco,CA,TRUE,0,2018,Jul,2019,Feb,241,1,81,1080,"1390 Market St,San Francisco,CA,94102",37.7769667,-122.41764079926787
200612129721,additions alterations or repairs,partial tenant improvement - entire building upon completion of umb retrofit. sprinkler under separate permit. change in use s-1 to a-3.,2006-12-12,2007-12-24,2010-01-25,2010-06-24,800000,1200000,apartments,retail sales,constr_type_3,Financial District/South Beach,94108,107723369317,San Francisco,CA,TRUE,400000,2007,Dec,2010,Jan,763,3,377,913,"46 Geary St,San Francisco,CA,94108",37.787952125,-122.40423125
200803207576,additions alterations or repairs,"convert church use portion to residential use by adding 3 residential dwelling units to the bldg. maintaining the current commercial permitted use, increasing parking to meet the sf code requirements (.75 space per dwelling unit). upgrade structural (seismic upgrade),hvac upgrade and mep upgrade.",2008-03-20,2009-03-23,2015-05-19,2012-03-07,800000,1210365,church,apartments,wood_frame_5,Castro/Upper Market,94114,1129542157248,San Francisco,CA,TRUE,410365,2009,Mar,2015,May,2248,6,368,1080,"435 Duboce Av,San Francisco,CA,94114",37.769336,-122.429743
201303061660,otc alterations permit,"new restaurant on basement level, raise interior floor to make level, new framing, plumbing, electrical, mechanical for interior.  new outdoor dining area and excavation of existing soil at north east corner. new civil and landscape work for outdoor dining, sewer lateral tie in. new storefront,",2013-03-06,2013-05-10,2013-10-31,2016-04-24,800000,800000,retail sales,food/beverage hndlng,constr_type_3,North Beach,94133,129805356205,San Francisco,CA,TRUE,0,2013,May,2013,Oct,174,0,65,1080,"505 Beach St,San Francisco,CA,94133",37.8067863,-122.4175940026818
201312275138,additions alterations or repairs,"install hvac system consisting of 45 water service heat pumps, 1 power exhaust fan, 2 split system heat pumps, 3 ceiling exhaust fans, 17 fsds, mechanical work for bldg permit appln #201312194666",2013-12-27,2014-05-16,2014-08-18,2017-04-30,800000,800000,office,public assmbly other,constr_type_3,South of Market,94103,1328299164359,San Francisco,CA,TRUE,0,2014,May,2014,Aug,94,0,140,1080,"1019 Market St,San Francisco,CA,94103",37.7817366,-122.410617
201401297372,additions alterations or repairs,"change of use. suite 100. (n)demishing wals for 3 studios,men's&womens locker rms,staffbreak&laundry rms.4personal traing/pt rms&offices.(n)acoustical ceilings&suspended ceilings. interim control area. sprinkler and fire alarm seperate permit.",2014-01-29,2014-05-13,2014-10-01,2017-04-27,800000,800000,office,retail sales,constr_type_1,South of Market,94103,1331172156294,San Francisco,CA,TRUE,0,2014,May,2014,Oct,141,0,104,1080,"875 Stevenson St,San Francisco,CA,94103",37.77619046938776,-122.416624
201802272276,additions alterations or repairs,"change of use/occupancy to an f-1 occupancy commercial kitchen located on ground lvl. (e) bldg will be fully sprinklered. const of interior walls, gyp board & t-bar ceilings. (n) restrooms, installation of toilets, urinals, lavatories & floor tle. remove & replace damaged ext siding & service doors.",2018-02-27,2018-12-05,2019-07-12,2022-11-14,800000,3011508,"warehouse,no frnitur",manufacturing,wood_frame_5,South of Market,94107,1498500166521,San Francisco,CA,TRUE,2211508,2018,Dec,2019,Jul,219,1,281,1440,"475 6th St,San Francisco,CA,94107",37.776233285714284,-122.40291334285715
200002282967,additions alterations or repairs,fourth floor additon to extg dwelling,2000-02-28,2001-03-29,2003-03-27,2003-03-29,800000,800000,2 family dwelling,1 family dwelling,wood_frame_5,Russian Hill,94109,805743302674,San Francisco,CA,TRUE,0,2001,Mar,2003,Mar,728,2,395,730,"2451 Larkin St,San Francisco,CA,94109",37.80036302040816,-122.42107685714286
200006172939,additions alterations or repairs,horizontal & vertical addition(e)bldg area of 46000 sf add 80988 sq ft new area is 126988 sf,2000-06-17,2000-08-05,2004-08-24,2005-02-05,800000,12000000,"warehouse,no frnitur",manufacturing,constr_type_1,Bayview Hunters Point,94124,821413182304,San Francisco,CA,TRUE,11200000,2000,Aug,2004,Aug,1480,4,49,1645,"1828 Egbert Av,San Francisco,CA,94124",37.72707209232634,-122.40011833041008
200009291969,additions alterations or repairs,"conversion of type 5n to type v-1 hr w/additional gwb, upgrade (e) assembly",2000-09-29,2001-01-26,2002-04-18,2003-01-26,800000,800000,1 family dwelling,day care home 7 - 12,wood_frame_5,Lone Mountain/USF,94117,83176192132,San Francisco,CA,TRUE,0,2001,Jan,2002,Apr,447,1,119,730,"405 Baker St,San Francisco,CA,94117",37.77470432653061,-122.44124275510204
201406027250,additions alterations or repairs,"change of use from a2 to a3. int renov of sw corner tenant space scope incl demo non stru element in bsmt & 1 flr on 398 eddy/no wk on other flrs. mech, elec, plumb. sprinklers, fire alarm & bldg envelope by separate permit. compliance with maher ordinance #155-13 not applicable.",2014-06-02,2014-11-10,2016-02-02,2017-10-25,798000,798000,food/beverage hndlng,museum,constr_type_3,Tenderloin,94102,1343825438394,San Francisco,CA,TRUE,0,2014,Nov,2016,Feb,449,2,161,1080,"398 Eddy St,San Francisco,CA,94102",37.783915,-122.4141209
200801142386,additions alterations or repairs,"demolish (e) restaurant, t.i. change use from restaurant to retail, t.i. for retail and accessory office including new partitions, doors,ceiling,casework, finishes, hvac, lighting, power & telecom. (fire alarm, sprinklers under separate permit).",2008-01-14,2008-03-03,2008-05-28,2010-09-03,797000,1840000,food/beverage hndlng,retail sales,wood_frame_5,North Beach,94133,1122177230551,San Francisco,CA,TRUE,1043000,2008,Mar,2008,May,86,0,49,914,"2770 Taylor St,San Francisco,CA,94133",37.8080254,-122.4156147
8908621,additions alterations or repairs,vertical & horizontal addition,1989-05-22,1989-07-28,1990-09-13,1991-07-28,785000,901770,office,manufacturing,wood_frame_5,Bayview Hunters Point,94124,776184368056,San Francisco,CA,TRUE,116770,1989,Jul,1990,Sep,412,1,67,730,"300 Newhall St,San Francisco,CA,94124",37.74268567769475,-122.38535498146419
